homeShotsTotalFT,awayShotsTotalFT,homeShotsOnTargetFT,awayShotsOnTargetFT,homeInterceptionsFT,awayInterceptionsFT,homeTacklesTotalFT,awayTacklesTotalFT,homeTackleSuccessFT,awayTackleSuccessFT,homeFoulsCommitedFT,awayFoulsCommitedFT,homePassesKeyFT,awayPassesKeyFT,homePassSuccessFT,awayPassSuccessFT,homePossessionFT,awayPossessionFT,homeDribbleSuccessFT,awayDribbleSuccessFT,homeAerialsTotalFT,awayAerialsTotalFT,homeCornersTotalFT,awayCornersTotalFT,division
15,10,6,4,33,21,29,31,80.3,69.55,15,11,10,6,70.76,65.25,48.79,51.21,49.48,39.29,30,30,5,8,La_Liga
18,16,8,6,14,12,30,40,77.56,62.1,13,9,16,10,69.25,63.9,53.77,46.23,47.44,36.11,41,41,11,1,La_Liga
16,10,5,5,16,9,31,24,79.63,83.33,15,11,13,6,64.77,63.88,52.51,47.49,31.67,34.38,51,51,6,4,La_Liga
15,12,4,4,19,10,34,26,64,80.95,15,12,12,9,58.36,78.22,34.5,65.5,34.62,45,29,29,6,9,La_Liga
10,10,2,3,12,11,22,27,75,70.83,17,16,6,8,84.6,67.67,64.56,35.44,58.33,36.67,16,16,7,2,La_Liga
13,16,3,6,14,19,33,41,70.37,67.74,14,14,8,13,67.15,61.91,51.59,48.41,67.59,73.08,20,20,5,6,La_Liga
15,13,4,7,13,13,19,36,66.67,72.84,8,9,11,11,80.89,75.53,51.83,48.17,36.67,50,24,24,9,10,La_Liga
6,21,3,10,13,13,22,33,70.37,84.62,12,19,4,17,69.51,77.9,47.25,52.75,23.33,53.33,29,29,3,11,La_Liga
13,17,4,7,15,9,22,20,72.73,79.41,20,11,9,11,69.43,67.13,46.22,53.78,26.92,60,43,43,3,8,La_Liga
21,4,11,2,11,21,28,25,85.42,76.19,13,8,17,3,85.07,67.65,60.83,39.17,31.25,30.77,18,18,6,6,La_Liga
19,7,10,1,4,18,41,34,85.78,78.4,13,15,10,7,66.53,72.04,49.65,50.35,36.84,25.44,30,30,12,5,La_Liga
8,18,4,5,19,18,28,32,78.67,76.79,18,22,6,13,64.77,53.07,61.13,38.87,35.71,36.67,47,47,6,4,La_Liga
8,15,3,7,25,13,38,28,64.06,72.73,15,3,7,10,67.3,83.78,31.35,68.65,70,54.35,19,19,2,7,La_Liga
7,19,4,9,15,22,31,24,63.33,87.5,12,14,6,12,56.58,70.24,38.31,61.69,18.75,52.63,45,45,3,8,La_Liga
14,14,10,4,9,4,32,19,76.92,91.11,14,17,13,10,62.3,69.17,42.67,57.33,18.33,65,35,35,5,9,La_Liga
16,8,8,1,14,17,31,26,92.39,63.64,13,24,8,4,61.71,49.23,58.58,41.42,69.23,16.67,48,48,5,4,La_Liga
23,5,13,2,15,11,25,21,80.83,80.56,15,11,18,3,85.05,72.4,57.91,42.09,40,45,23,23,12,2,La_Liga
9,15,3,5,10,17,43,29,64.71,86,20,16,6,12,74.06,65.66,59.51,40.49,31.82,40,30,30,1,3,La_Liga
10,8,3,2,11,23,18,21,87.5,82.5,9,12,7,7,79.58,63.57,65.02,34.98,66.67,25,25,25,5,3,La_Liga
10,11,4,3,23,19,27,23,95,78.26,18,13,7,9,52.5,61.71,42.27,57.73,45.45,11.11,59,59,1,2,La_Liga
14,6,6,4,24,8,29,27,90.74,78.26,14,13,12,4,71.79,67.16,47.61,52.39,27.5,16.67,28,28,4,4,La_Liga
15,11,3,2,20,11,35,30,79.63,79.01,24,13,13,10,59.89,69.18,43.04,56.96,28.33,36.67,32,32,7,1,La_Liga
7,14,3,3,14,19,33,17,83.33,63.33,14,1,5,13,65.1,74.9,42.5,57.5,42.31,38.46,25,25,2,6,La_Liga
20,7,11,3,10,14,31,40,76.67,72.78,10,15,15,5,83.91,52.24,69.32,30.68,40.83,43.75,21,21,14,5,La_Liga
6,27,3,7,18,10,25,27,80.95,89.13,17,9,6,15,61.95,84.57,33.27,66.73,27.27,28.57,33,33,0,9,La_Liga
16,17,6,6,12,8,35,39,92.26,78.16,20,10,12,12,68.08,68.07,43.16,56.84,32.61,21.43,41,41,4,5,La_Liga
14,4,7,3,13,12,23,30,94.74,83.33,15,23,12,3,68.53,72.71,45.02,54.98,26.67,14.29,34,34,6,1,La_Liga
9,12,1,4,19,34,25,35,73.91,82.81,7,6,7,11,72.39,59.62,57.41,42.59,30.56,35.29,31,31,7,7,La_Liga
12,5,5,1,15,15,20,33,75,70.51,15,19,8,4,75.13,58.06,61.88,38.12,64.44,35.71,27,27,4,4,La_Liga
15,15,4,4,6,11,26,29,82.5,72.46,17,15,12,9,67.9,71.88,47.71,52.29,50,25,23,23,8,11,La_Liga
6,15,3,9,9,13,36,21,75,84.21,14,10,4,11,62.15,79.47,40.44,59.56,33.33,53.57,28,28,1,7,La_Liga
10,18,7,6,17,17,48,31,76.85,72.32,21,13,7,13,62.29,75.93,38.74,61.26,55.36,47.5,23,23,3,4,La_Liga
15,16,5,7,11,16,28,35,72.73,81.25,27,20,12,14,55.59,66.11,41.39,58.61,35,43.33,36,36,3,4,La_Liga
11,16,3,3,14,6,30,23,75,76.32,16,18,11,13,61.76,68.44,41.56,58.44,32.14,40,48,48,2,9,La_Liga
13,14,2,5,20,18,25,40,89.13,77.01,17,14,9,12,66.95,56.63,51.89,48.11,38.33,20,33,33,7,3,La_Liga
20,7,7,3,11,12,24,24,95.65,78.95,12,11,15,6,72.83,53.84,57.45,42.55,40.91,11.11,56,56,14,7,La_Liga
7,12,3,2,7,16,23,26,90.2,85,13,18,5,10,62.3,60.66,51.77,48.23,16.67,31.25,43,43,3,5,La_Liga
12,17,6,5,15,6,43,24,82.47,78.7,15,14,10,13,62.51,72.67,42.56,57.44,50,40.62,27,27,5,5,La_Liga
15,8,7,1,22,22,22,32,84.26,80.36,11,14,11,5,86.59,56.12,71.54,28.46,40,38.89,26,26,7,1,La_Liga
23,6,14,0,15,14,31,39,76.79,76.72,11,13,19,5,71.51,73.91,39.05,60.95,28.12,34.21,22,22,10,4,La_Liga
12,7,4,2,16,8,23,25,78.7,85.71,5,15,11,6,73.77,64.67,55.53,44.47,25,45,38,38,4,6,La_Liga
11,11,4,3,17,10,24,25,94.74,79.37,23,14,10,8,59.96,52.16,48.11,51.89,50,10,45,45,10,10,La_Liga
10,13,5,4,20,22,37,34,89.06,88.1,8,13,8,11,75.43,69.32,56.38,43.62,16.67,14.58,21,21,6,6,La_Liga
15,11,5,3,14,9,14,21,83.33,67.65,21,11,11,8,66.49,64.73,47.76,52.24,42.86,28.57,64,64,6,3,La_Liga
14,20,3,7,20,21,32,34,78.4,82.14,15,12,12,14,65.04,65.05,51.19,48.81,41.03,30.95,21,21,8,4,La_Liga
13,18,4,3,19,9,21,39,72.22,81.82,23,14,7,12,56.55,60.41,49.94,50.06,38.24,62.5,44,44,5,6,La_Liga
16,8,3,1,23,20,28,37,84.13,68.59,6,7,11,7,69.84,69.31,50.35,49.65,47.37,36.36,38,38,9,4,La_Liga
11,9,4,2,17,12,25,29,100,86.54,30,21,9,6,58.99,60.83,43.35,56.65,19.44,0,29,29,6,2,La_Liga
22,7,8,0,7,11,31,34,85.51,87.22,12,11,15,6,81.21,50.1,65.66,34.34,26.47,31.82,34,34,6,3,La_Liga
14,6,5,1,17,13,21,35,83.33,59.2,10,12,12,4,81.74,66.97,61.33,38.67,71.05,43.75,19,19,4,5,La_Liga
10,11,3,1,18,11,19,27,71.88,87.5,14,13,7,8,67.25,59.27,45.48,54.52,18.75,41.67,50,50,5,7,La_Liga
17,14,4,3,10,14,37,26,80,85.42,13,9,12,10,72.48,56.52,59.42,40.58,50,30.95,65,65,3,4,La_Liga
11,7,3,2,33,16,19,32,86.46,85,17,14,9,4,63.17,66.02,53.67,46.33,45.45,66.67,30,30,4,4,La_Liga
15,14,6,4,15,11,35,34,84.52,70.51,17,16,10,9,69.72,68.28,48.94,51.06,45.37,28.89,29,29,7,7,La_Liga
14,19,4,5,8,10,26,21,71.74,90.48,14,17,10,15,58.31,71.36,40.73,59.27,16.67,46.43,27,27,6,8,La_Liga
16,4,5,2,27,13,16,20,85.71,73.68,17,14,13,3,64.18,59.42,49.58,50.42,55.56,18.18,33,33,3,3,La_Liga
9,10,1,5,14,7,23,15,80.21,100,16,21,8,4,56.52,69.6,55.52,44.48,0,47.62,42,42,5,3,La_Liga
18,9,6,4,19,9,31,39,81.94,79.44,8,14,12,6,84.36,64.13,64.32,35.68,37.5,26.85,27,27,14,4,La_Liga
17,15,5,10,21,9,42,21,76.56,83.33,17,11,10,12,55.08,71.76,36.85,63.15,30,41.67,27,27,4,7,La_Liga
11,15,3,5,13,10,43,25,81.31,85.71,12,11,11,11,57.99,73.92,36.26,63.74,35,43.33,24,24,3,7,La_Liga
18,9,7,3,15,8,21,32,88.24,82.61,15,15,12,7,74.36,59.59,54.05,45.95,22.22,25,32,32,6,0,La_Liga
13,13,5,8,15,9,34,20,70.51,62.5,16,10,9,7,75.13,77.04,49.45,50.55,46.43,52.94,22,22,2,10,La_Liga
6,11,1,3,14,17,29,27,54.55,67.36,17,7,2,10,50.41,76.32,35.85,64.15,60.26,63.89,31,31,3,6,La_Liga
18,6,10,2,7,19,16,28,84.62,63.04,9,12,16,5,84.98,58.92,65.99,34.01,55.88,25,18,18,9,1,La_Liga
24,5,9,1,12,12,12,26,77.27,81.94,10,16,21,4,82.97,57.02,59.89,40.11,40.91,62.5,24,24,12,5,La_Liga
17,13,8,9,16,23,21,31,86.11,82.14,12,17,12,10,70.89,55.72,63.78,36.22,30.56,25,37,37,11,4,La_Liga
12,11,2,3,3,16,36,30,69.35,72,18,11,12,8,75.64,84.69,43.71,56.29,46.67,42.42,26,26,3,2,La_Liga
17,13,9,5,20,9,19,34,81.11,75,14,14,13,10,63.64,71.02,42.95,57.05,39.06,28.33,43,43,7,4,La_Liga
16,10,5,3,12,11,29,37,95.65,87.1,15,17,14,8,64.92,68.15,48.93,51.07,33.33,7.69,39,39,8,8,La_Liga
17,16,3,6,13,29,31,25,81.82,82.35,13,9,12,12,71.92,73.74,49.79,50.21,23.33,28.12,30,30,8,9,La_Liga
19,9,9,3,13,18,30,20,65.38,58.33,12,9,15,7,86.12,73.41,55.55,44.45,55.56,45,17,17,9,4,La_Liga
9,10,0,2,13,12,35,30,56.48,89.13,12,15,5,7,69.66,73.52,44.88,55.12,18.75,53.41,35,35,4,6,La_Liga
9,18,3,8,20,13,27,19,47.83,70,22,9,6,14,46.04,73.08,35.79,64.21,45.45,65.79,28,28,1,10,La_Liga
16,16,6,4,8,20,17,31,80,84,12,11,12,13,70.61,62.91,51.64,48.36,44.44,38.89,36,36,7,6,La_Liga
7,11,5,4,13,10,29,28,68.52,89.58,13,17,5,7,51.77,80.85,38.08,61.92,23.08,42.11,23,23,8,3,La_Liga
13,10,4,5,20,20,34,30,76.54,82.5,14,18,6,10,73.32,69.49,53.1,46.9,32.05,48.21,17,17,4,4,La_Liga
20,12,4,6,23,12,27,22,77.54,80,17,19,13,10,72.76,65.57,52.45,47.55,23.53,46.15,37,37,8,3,La_Liga
21,8,6,2,21,19,30,30,72,91.67,10,13,11,8,62.31,70.9,46.74,53.26,20,39.47,36,36,9,4,La_Liga
18,8,7,3,14,26,24,31,91.3,67.33,17,17,11,6,76.9,52.54,55.33,44.67,45.37,22.22,31,31,7,7,La_Liga
14,10,4,4,15,11,27,31,70,74.07,22,13,9,9,56.4,79.44,37,63,31.82,53.33,25,25,6,2,La_Liga
27,15,11,6,17,20,19,32,96.88,73.61,7,10,19,10,75.84,76.12,50.26,49.74,43.33,5.56,25,25,7,10,La_Liga
10,9,3,0,13,19,33,28,81.48,88.64,12,12,8,9,72.71,73.6,47.46,52.54,27.78,27.78,36,36,5,10,La_Liga
20,3,8,1,6,9,22,28,95.24,80,16,14,17,2,74.08,45.52,63.99,36.01,31.25,10,58,58,10,1,La_Liga
19,5,10,3,20,25,19,30,77.78,59.62,12,10,14,4,85.22,56.47,68.41,31.59,50,30.3,11,11,7,0,La_Liga
11,12,4,7,22,24,36,32,75,92.59,13,17,8,10,71.53,62.03,61.11,38.89,14.29,40,45,45,6,4,La_Liga
13,9,4,1,12,11,25,33,63.04,75.86,17,15,12,6,67.28,63.95,49.37,50.63,42.11,69.23,38,38,7,5,La_Liga
16,11,5,4,9,11,28,38,67.42,73.89,11,13,13,9,86.15,60.25,66.67,33.33,37.3,54.76,22,22,7,1,La_Liga
16,7,6,3,22,13,41,31,77.78,65.22,14,12,10,7,53.07,80.06,37.43,62.57,44.44,45,31,31,5,7,La_Liga
16,10,3,3,23,12,22,22,80,88.1,19,13,11,6,66.03,55.14,54.12,45.88,20.83,23.53,50,50,4,5,La_Liga
11,6,5,5,21,20,26,34,96.97,78.67,9,19,8,4,75.19,45.98,66.65,33.35,46.43,9.52,34,34,8,4,La_Liga
11,9,2,4,15,15,22,33,74.07,83.33,16,13,7,4,70.4,65.64,52.3,47.7,50,51.85,27,27,10,3,La_Liga
7,15,3,6,22,25,52,32,72.97,85.19,17,11,4,13,65.01,73.97,45.22,54.78,28.57,39.74,30,30,2,1,La_Liga
11,6,4,4,13,17,37,35,87.2,83.65,17,15,9,4,69.73,63.5,55.01,44.99,27.78,28.12,39,39,2,2,La_Liga
13,11,6,4,8,3,24,24,83.33,83.33,16,27,10,9,55.05,49.74,52.29,47.71,57.14,36.36,50,50,7,4,La_Liga
12,15,4,7,13,21,27,19,71.21,88.33,14,9,9,12,61.1,65.33,46.24,53.76,42.86,46.43,39,39,2,8,La_Liga
9,11,2,4,18,20,34,29,87.18,89.58,18,17,7,9,69.39,55.94,64.01,35.99,23.08,21.05,45,45,5,2,La_Liga
26,9,6,5,16,12,29,33,88,79.49,16,8,19,7,81.13,59.96,58.68,41.32,26.67,18.75,21,21,13,4,La_Liga
27,5,6,3,9,18,26,38,79.55,64.81,12,20,22,5,83.92,52.55,65.39,34.61,58.77,38.89,11,11,11,1,La_Liga
12,14,7,4,16,18,28,28,74.17,68.75,15,10,7,11,69.07,71.18,51.36,48.64,57.69,39.29,29,29,3,8,La_Liga
19,15,6,7,17,20,26,26,68,71.74,16,19,14,8,66.23,68.42,45.92,54.08,50,50,26,26,8,7,La_Liga
14,8,6,2,14,13,20,24,77.78,92.11,17,19,7,6,64.84,60.55,57.89,42.11,11.54,57.14,46,46,9,1,La_Liga
11,19,5,3,19,7,27,34,73.08,75,30,12,7,15,63.03,70.56,41.59,58.41,40.62,46.67,35,35,5,3,La_Liga
28,2,10,2,19,15,15,32,93.33,64,12,13,20,1,67.78,53.08,56.03,43.97,50,14.29,50,50,8,0,La_Liga
18,4,9,0,23,27,23,48,72.5,75.76,13,6,11,4,90.08,55.79,75.41,24.59,31.48,50,23,23,11,1,La_Liga
21,21,8,7,21,15,23,28,63.89,64,9,14,16,14,72.85,74.83,49.73,50.27,47.5,70,37,37,7,5,La_Liga
14,11,10,3,21,16,28,40,91.3,63.79,23,17,9,6,74.54,69.21,49.05,50.95,52.27,22.73,30,30,5,8,La_Liga
7,9,3,7,13,18,22,35,71.43,79.17,21,18,3,5,62.23,62.04,49.17,50.83,42.31,46.15,27,27,1,7,La_Liga
10,17,4,3,21,8,28,36,75,82.69,11,19,7,10,63.54,76.56,39.45,60.55,45.45,43.33,24,24,3,5,La_Liga
18,2,7,2,20,13,15,30,100,68.75,13,12,14,2,79.33,59.12,57.94,42.06,39.47,0,27,27,7,0,La_Liga
20,12,5,6,9,12,24,26,77.27,90.48,12,19,16,8,71.99,58.2,60.17,39.83,27.27,38.46,36,36,7,1,La_Liga
13,8,3,1,6,24,32,30,76.32,75,12,18,11,6,76.92,53.04,70.67,29.33,40.48,37.78,31,31,4,1,La_Liga
14,12,4,4,19,23,30,28,82.69,79.55,14,10,12,7,65.87,53.66,56.28,43.72,26.47,36.67,43,43,6,8,La_Liga
15,12,4,2,18,19,40,45,72.92,68.75,13,13,12,9,65.13,71.99,45.92,54.08,44.44,65.62,30,30,3,2,La_Liga
26,12,4,5,6,9,25,28,70.37,58.33,14,15,11,11,66.55,54.54,59.44,40.56,57.29,61.67,50,50,5,1,La_Liga
23,18,5,9,11,6,41,33,71.88,66.67,11,4,19,16,74,81.61,46.59,53.41,37.04,55.26,26,26,7,5,La_Liga
22,10,10,2,10,17,19,17,70.59,64.71,11,14,13,7,67.07,52.81,55.83,44.17,54.55,37.5,40,40,6,5,La_Liga
16,10,8,1,12,25,26,45,79.55,77.02,16,19,13,8,72.32,51.27,57.62,42.38,41.23,31.25,37,37,10,2,La_Liga
17,17,7,5,13,20,34,25,75.33,67.39,13,11,11,11,55.15,71.13,41.96,58.04,66.67,32.46,37,37,6,6,La_Liga
11,14,2,6,19,21,23,30,71.43,79.63,16,11,8,11,67.03,64.74,51.92,48.08,33.33,70,35,35,7,4,La_Liga
12,11,2,6,7,14,33,33,67.82,78.85,16,15,8,10,65.97,78.24,40.08,59.92,30.56,40.58,27,27,2,7,La_Liga
11,13,4,7,29,15,32,17,62.96,70.59,7,6,7,12,53.07,86.82,26.49,73.51,50,67.65,14,14,4,8,La_Liga
12,8,5,1,25,18,22,35,85.71,75.56,17,17,9,6,63.12,63.83,51.57,48.43,31.25,27.27,18,18,6,6,La_Liga
16,13,8,5,16,25,37,23,71.84,83.33,12,17,14,9,69.15,64.68,57.71,42.29,33.33,40.91,38,38,5,1,La_Liga
12,11,5,5,16,17,29,26,86.36,77.27,13,10,9,7,73.62,53.45,60.46,39.54,33.33,17.65,23,23,9,6,La_Liga
27,9,11,4,14,23,23,25,75,72.73,3,13,20,8,76.41,54.47,57.83,42.17,40.62,34.38,44,44,5,5,La_Liga
17,11,4,5,14,16,42,34,79.69,78.67,10,20,15,10,61.03,66.78,45.47,54.53,32.35,44.79,37,37,1,7,La_Liga
13,10,3,4,21,15,24,30,79.55,77.78,13,21,10,8,69.9,45.37,58.83,41.17,38.24,38.46,56,56,5,6,La_Liga
14,11,2,6,25,23,38,39,75.52,76.56,12,15,11,9,55.45,57.35,49.98,50.02,45,42.5,42,42,9,4,La_Liga
22,13,9,3,17,19,21,33,82.5,77.59,12,14,16,8,88.31,58.95,69.23,30.77,34.21,25,17,17,5,5,La_Liga
12,7,6,3,8,16,23,30,88.89,66.67,14,18,11,3,69.45,58.02,57.95,42.05,53.33,25,36,36,7,3,La_Liga
37,11,12,3,15,12,20,32,75,53,10,9,32,10,82.16,58.03,68.89,31.11,65,41.67,27,27,6,5,La_Liga
7,9,5,3,25,23,35,32,90,83.33,13,17,5,8,76.08,75.29,48.48,51.52,28.12,16.67,28,28,5,2,La_Liga
16,11,5,0,16,22,25,30,93.65,79.63,10,7,12,8,57.56,76.15,40.35,59.65,28.95,22.22,22,22,4,5,La_Liga
23,13,5,6,17,17,21,31,68.42,83.33,14,8,19,10,70.88,49.69,56.56,43.44,20,50,28,28,17,2,La_Liga
9,16,5,7,27,35,23,32,67.5,82.14,13,10,8,11,61.6,57.36,53.41,46.59,34.38,57.69,43,43,6,4,La_Liga
13,7,4,3,26,15,47,34,82.07,77.59,13,19,10,5,66.65,61.72,55.6,44.4,43.33,33.33,32,32,3,8,La_Liga
15,12,6,4,25,23,42,41,88.89,75,14,6,10,10,75.36,67.07,58.94,41.06,58.33,23.68,17,17,4,4,La_Liga
8,8,3,3,22,12,31,32,66,88.1,15,12,5,6,59.82,79.86,31.79,68.21,21.88,56.25,24,24,5,9,La_Liga
12,16,5,6,19,9,29,23,80.43,88.33,17,13,9,10,58.7,75.33,40.13,59.87,16.67,25,23,23,3,3,La_Liga
17,25,4,6,25,20,23,23,73.68,61.11,17,16,10,16,57.41,73.73,35.62,64.38,68.18,50,28,28,6,5,La_Liga
9,12,2,7,20,17,20,29,76.47,87.04,13,13,8,7,63.33,53.3,49.38,50.62,20.59,37.5,45,45,11,7,La_Liga
20,14,5,9,19,16,30,37,67.31,73.12,12,6,13,9,69.26,62.68,52.52,47.48,47.62,44.74,37,37,10,4,La_Liga
9,15,4,3,23,17,27,39,75,73.72,21,8,6,9,49.32,65.32,42.68,57.32,53.12,41.18,42,42,6,7,La_Liga
25,2,11,0,8,25,23,30,76.32,55.3,12,16,19,1,80.9,65.39,56.43,43.57,52.63,45.45,35,35,10,0,La_Liga
23,10,12,5,8,11,20,21,91.67,73.68,11,24,17,7,68.54,65.87,56.84,43.16,35.71,30,56,56,7,3,La_Liga
8,13,1,3,14,16,37,25,64.81,69.57,12,8,6,7,69.83,61.23,57.43,42.57,53.85,47.62,32,32,5,4,La_Liga
10,7,3,3,19,12,38,20,77.01,91.67,12,10,10,6,67.37,52.36,57.81,42.19,30,50,50,50,7,5,La_Liga
5,9,1,2,15,8,29,31,81.16,77.78,18,14,4,8,56.09,68.01,38.8,61.2,31.58,34.62,37,37,0,7,La_Liga
8,1,3,0,6,10,10,21,88.89,55.56,8,10,5,1,72.33,56.99,57.51,42.49,50,20,17,17,3,0,La_Liga
13,18,8,6,12,11,39,31,60.71,50,24,12,10,12,68.3,85.52,35.66,64.34,65.62,50,18,18,1,5,La_Liga
19,11,7,4,16,16,26,19,67.5,78.12,5,19,14,8,65.26,53.38,60.26,39.74,35,62.5,31,31,10,10,La_Liga
15,15,6,4,23,17,25,33,80.3,80.95,11,14,12,9,70.34,69.37,52.77,47.23,32.35,36.11,37,37,3,8,La_Liga
12,17,5,5,17,16,43,27,70.71,69.17,14,10,11,12,59.74,64.06,47.04,52.96,50,39.74,49,49,4,10,La_Liga
18,26,8,8,22,9,30,32,50,56.52,17,18,11,18,62.31,63.38,49.44,50.56,58.82,67.5,56,56,4,8,La_Liga
14,7,5,2,14,22,19,31,64.71,70.43,11,16,10,6,67.24,56.46,56.51,43.49,50,66.67,44,44,6,6,La_Liga
12,13,4,6,18,18,37,28,47.32,77.27,10,6,9,12,70.84,69.38,49.9,50.1,46.43,70.24,33,33,7,6,La_Liga
8,8,2,4,19,20,39,40,76.79,87.5,11,17,7,7,68.08,57.44,54,46,31.25,43.52,38,38,7,2,La_Liga
21,15,6,3,12,12,21,23,68.42,80,12,11,18,11,80.51,67.86,54.72,45.28,30.77,72.22,38,38,9,5,La_Liga
12,9,1,3,12,18,31,24,55.33,83.33,15,18,11,7,66.12,56.42,61.49,38.51,18.42,64.81,27,27,6,3,La_Liga
20,6,11,3,14,23,16,23,70,57.14,9,11,18,6,83.78,61.03,65.86,34.14,52.94,50,19,19,3,4,La_Liga
14,8,6,2,21,12,31,35,70.83,81.67,13,13,11,4,82.12,63.49,58.1,41.9,42.86,53.57,32,32,9,2,La_Liga
9,12,2,3,18,12,25,25,81.25,77.78,16,20,5,8,67.61,63.95,43.93,56.07,45,50,51,51,6,9,La_Liga
13,13,4,4,20,10,39,34,65.52,71.6,15,15,8,9,69.01,63.7,51.74,48.26,40.79,73.53,41,41,9,6,La_Liga
9,4,4,1,7,7,15,17,88.89,83.33,11,8,7,2,64.63,60.49,51.64,48.36,22.73,12.12,20,20,1,0,La_Liga
8,7,5,4,22,14,28,28,76.32,74.6,11,13,4,4,64.91,65.34,49.84,50.16,61.67,45.83,42,42,3,8,La_Liga
25,6,10,1,14,16,13,29,84.62,67.39,12,12,22,4,88.84,52.59,67.16,32.84,44.74,50,23,23,12,2,La_Liga
8,2,4,0,9,11,12,14,72.22,45.45,10,8,5,1,67.13,66.53,49.21,50.79,72.22,35.71,21,21,2,3,La_Liga
9,13,2,7,20,20,29,34,59.85,70.99,12,11,8,10,74.22,66.81,55.76,44.24,42.11,52.63,29,29,2,5,La_Liga
6,21,1,3,23,20,41,19,61.9,73.33,17,8,5,16,56.53,77.8,37.83,62.17,66.67,54.76,42,42,4,9,La_Liga
17,9,5,2,22,15,24,25,69.44,63.64,15,16,15,7,60.46,58.94,48.54,51.46,65.38,50,50,50,6,6,La_Liga
7,13,2,6,16,16,40,31,71.84,73.21,15,14,3,7,48.57,82.07,33.11,66.89,46.88,44.17,24,24,4,3,La_Liga
6,6,3,2,8,14,15,15,66.67,58.33,4,9,4,5,66.42,58.79,49.03,50.97,61.11,40.74,25,25,0,1,La_Liga
27,6,10,1,16,29,43,33,73.53,61.11,9,12,18,4,74.61,64.46,58.6,41.4,61.11,55.88,38,38,6,3,La_Liga
17,8,5,3,25,15,30,32,79,75.69,18,15,14,7,71.67,68.83,54.07,45.93,41.67,35.94,40,40,8,5,La_Liga
7,15,3,4,12,11,19,12,66.67,81.82,22,19,4,12,49.85,72.62,42.25,57.75,22.22,54.55,50,50,3,6,La_Liga
11,7,5,1,8,13,12,13,77.27,58.33,4,5,8,6,59.71,39.65,56.39,43.61,62.5,41.67,36,36,6,6,La_Liga
9,12,1,3,24,15,33,22,71.43,57.89,13,15,4,9,62.55,70.78,39.83,60.17,65.38,38.64,32,32,3,12,La_Liga
4,11,3,3,17,21,21,33,85.29,68.12,11,12,3,9,58.07,61.39,52.32,47.68,89,30,26,26,7,8,La_Liga
10,11,5,3,17,10,19,26,64.71,62.5,15,10,7,9,59.57,68.06,46.52,53.48,72.73,50,46,46,3,4,La_Liga
9,6,5,0,7,5,11,5,100,60,6,4,6,3,63.61,80.79,37.27,62.73,100,0,15,15,3,3,La_Liga
17,11,3,1,7,9,24,15,79.55,93.33,19,16,12,7,59.42,60.52,48.72,51.28,16.67,32.14,57,57,3,3,La_Liga
11,15,4,6,14,9,38,23,60.42,68.18,17,10,10,11,62.35,72,39.4,60.6,50,52,31,31,6,4,La_Liga
29,6,11,3,15,19,21,49,81.25,68.39,8,12,23,2,86.64,63.27,68.26,31.74,42.95,33.33,33,33,13,4,La_Liga
15,7,6,3,11,14,27,26,71.05,75,12,15,11,5,70.35,60.6,52.68,47.32,40,45.24,45,45,6,2,La_Liga
11,3,2,1,13,29,19,37,79.41,53.33,13,16,11,2,75.62,52.57,64.43,35.57,66.67,58.33,41,41,4,1,La_Liga
16,5,7,2,8,16,19,37,81.25,56.48,14,19,14,4,78.02,66.06,57.57,42.43,72.22,27.27,28,28,9,1,La_Liga
19,6,8,4,17,18,34,50,80,67.09,15,16,14,4,78.64,40.35,71.91,28.09,58.33,27.78,42,42,5,0,La_Liga
15,12,3,3,21,7,26,23,82.14,62.5,13,15,10,11,63.61,73.33,38.54,61.46,58.33,31.25,38,38,2,13,La_Liga
7,14,2,2,33,17,24,31,73.53,71.97,14,23,5,8,59.2,65.98,45.93,54.07,35.18,39.74,47,47,4,5,La_Liga
9,8,1,2,7,26,9,27,77.78,64.29,16,11,7,7,73.72,46,66.13,33.87,53.57,33.33,52,52,1,7,La_Liga
12,15,3,4,18,8,18,16,56.25,92.86,11,11,9,11,62.74,68.32,47.58,52.42,16.67,87.5,34,34,8,4,La_Liga
11,14,4,7,19,13,25,31,68.18,68.75,14,10,10,12,53.28,70.34,37.15,62.85,50,72.73,33,33,8,5,La_Liga
10,13,4,3,27,6,30,31,71.74,78,13,10,7,12,58.42,71.73,42.37,57.63,43.33,65,33,33,6,9,La_Liga
14,7,1,1,19,17,44,51,82.08,73.75,12,10,9,5,66,61.4,53.38,46.62,36.67,51.79,41,41,5,6,La_Liga
11,8,2,3,13,18,30,18,61.33,78.12,10,11,8,8,62.15,71.85,46.64,53.36,35,62.5,44,44,7,7,La_Liga
13,4,5,0,17,16,24,25,73.68,77.5,10,11,11,4,64.11,68.61,48.32,51.68,35.71,60,45,45,8,3,La_Liga
13,13,3,3,12,11,26,23,50.79,57.5,13,17,9,8,59.66,60.5,51.17,48.83,56.25,64.58,56,56,1,9,La_Liga
21,9,10,4,15,28,33,39,75.86,55.36,6,10,17,8,78.73,74.43,54.97,45.03,58.7,44.12,24,24,12,5,La_Liga
17,7,5,2,20,24,33,26,80,70,13,10,15,4,74.58,65.87,52.44,47.56,50,36.67,22,22,8,2,La_Liga
