homeShotsTotalFT,awayShotsTotalFT,homeShotsOnTargetFT,awayShotsOnTargetFT,homeInterceptionsFT,awayInterceptionsFT,homeTacklesTotalFT,awayTacklesTotalFT,homeTackleSuccessFT,awayTackleSuccessFT,homeFoulsCommitedFT,awayFoulsCommitedFT,homePassesKeyFT,awayPassesKeyFT,homePassSuccessFT,awayPassSuccessFT,homePossessionFT,awayPossessionFT,homeDribbleSuccessFT,awayDribbleSuccessFT,homeAerialsTotalFT,awayAerialsTotalFT,homeCornersTotalFT,awayCornersTotalFT,division
23,19,6,3,10,16,35,28,73.33,50,11,17,17,15,63.08,57.12,53.41,46.59,61.9,32.69,47,47,8,8,EPL
10,12,3,3,8,9,23,21,70,79.63,13,13,8,6,62.63,68.52,49.1,50.9,30.77,58.33,30,30,7,3,EPL
6,22,0,5,7,6,34,12,71.43,72.73,11,12,6,16,58.36,79.56,39.71,60.29,60,58.82,57,57,3,7,EPL
13,7,5,3,27,19,21,22,76.32,75,13,12,6,4,76.04,66.03,51.7,48.3,38.46,38.46,31,31,9,2,EPL
15,15,8,5,13,10,28,30,72.5,84,14,12,12,12,71.94,75.74,52.86,47.14,26.67,35.42,19,19,8,6,EPL
12,9,0,3,17,16,22,25,89.47,77.5,9,17,10,7,72.81,64.43,57.5,42.5,45.45,22.22,38,38,6,7,EPL
9,27,4,9,24,19,34,25,81.33,81.82,17,10,8,19,64.08,74.31,38.2,61.8,25,50,21,21,5,9,EPL
13,7,6,2,19,12,24,17,96.83,56.67,15,15,11,5,76.04,80.7,46.41,53.59,54.17,25,24,24,6,1,EPL
7,17,4,4,14,10,27,16,67.13,83.33,12,6,6,10,50.6,62.98,43.1,56.9,37.5,51.28,48,48,3,8,EPL
16,13,4,3,20,13,30,31,68,83.7,17,19,14,11,65.92,69.15,55.29,44.71,32.14,65.38,36,36,9,5,EPL
15,12,2,4,15,17,26,18,72.5,86.67,15,10,10,10,72.68,75.72,52.04,47.96,33.33,60,35,35,2,3,EPL
13,11,5,4,14,18,25,33,73.81,73.72,13,7,9,10,69.58,66.46,51.1,48.9,46.67,50,30,30,6,4,EPL
12,12,5,3,15,15,18,26,96.43,78.57,15,11,7,7,70.84,61.74,46.99,53.01,61.11,33.33,54,54,3,4,EPL
23,20,6,7,13,16,29,29,84.62,76,8,9,14,18,75.21,82.16,44.77,55.23,41.18,26.67,20,20,7,4,EPL
6,8,1,3,28,23,25,24,74.21,87.5,10,10,5,6,64.93,64.86,48.79,51.21,22.73,50,20,20,5,5,EPL
11,9,4,2,18,20,26,24,83.33,68.33,8,10,10,7,78.67,77.91,51.96,48.04,50,30.56,24,24,3,0,EPL
16,15,7,4,11,8,19,24,76.47,79.55,11,17,15,13,66.53,65.22,51.57,48.43,28.12,40,32,32,6,6,EPL
16,7,4,0,12,11,17,30,80,74,12,7,11,5,64.45,62.05,51.09,48.91,50,37.5,55,55,7,3,EPL
15,19,8,6,17,12,15,17,72.22,87.5,6,17,11,15,58.64,70.87,42.22,57.78,22.22,43.75,39,39,6,8,EPL
22,6,9,2,18,15,38,34,56.55,65.38,16,9,14,4,79,62.16,62.46,37.54,46.67,55.07,27,27,5,2,EPL
15,16,6,3,23,9,18,29,87.5,66.67,12,18,13,13,69.97,56.04,55.83,44.17,77.27,22.22,42,42,5,4,EPL
17,24,4,8,4,12,28,17,65.15,60,13,16,12,19,66.18,74.37,46.79,53.21,81.25,56.67,24,24,6,9,EPL
11,11,6,2,11,11,27,21,86.96,89.22,11,13,7,7,59.86,73.67,43.55,56.45,41.67,42.86,34,34,6,3,EPL
20,11,8,6,23,14,17,18,87.5,78.12,14,12,14,9,74.27,69.61,51.91,48.09,28.57,22.22,17,17,9,2,EPL
21,11,2,5,17,10,32,31,85.19,77.78,14,16,14,6,74.33,59.09,59.34,40.66,28.07,30.77,25,25,8,4,EPL
10,11,2,3,6,8,15,20,84.72,83.33,11,17,7,7,58.03,49.85,51.44,48.56,27.27,50,68,68,4,3,EPL
7,12,1,3,29,20,24,12,75,75,9,10,5,8,68.1,79.58,39.33,60.67,50,33.93,23,23,4,4,EPL
7,14,3,5,15,13,33,19,80,71.88,13,10,4,14,51.74,79.15,31.72,68.28,45.45,35.29,27,27,2,10,EPL
16,9,7,3,7,12,13,21,83.33,82.35,9,10,15,6,86.33,71.4,57.63,42.37,30,28.57,29,29,3,4,EPL
19,12,5,1,14,18,13,23,55,80.95,7,12,13,12,73.76,63.58,52.96,47.04,40,90,40,40,6,4,EPL
27,10,7,3,18,21,28,33,80.43,71.8,13,6,22,6,69.2,54,53.69,46.31,44.44,34.62,35,35,6,5,EPL
18,6,2,2,17,17,15,39,85.71,66.05,9,18,12,5,75.52,54.54,62.48,37.52,47.62,22.22,37,37,5,5,EPL
14,13,2,8,14,9,14,44,81.67,79,15,12,10,10,77.35,69.45,47.55,52.45,43.11,40,21,21,8,6,EPL
22,8,6,3,24,16,20,29,95,62.12,11,10,21,7,79.12,60.67,55.98,44.02,49.02,25,31,31,8,0,EPL
14,13,4,3,17,21,26,14,86.51,84.62,14,7,12,10,63.06,76,42.79,57.21,33.33,28.33,27,27,8,8,EPL
13,18,7,5,16,14,25,25,75.83,84.78,10,22,10,14,60.89,61.27,49.72,50.28,40,50,43,43,4,13,EPL
13,12,4,7,19,24,32,31,73.46,70,8,9,9,8,67.74,71.31,43.51,56.49,70.83,38.1,31,31,3,7,EPL
9,21,3,7,16,9,23,30,68.18,69.23,12,8,9,19,67.19,77.48,36.81,63.19,53.12,53.85,43,43,4,16,EPL
11,17,3,7,22,14,17,11,90,72.73,15,16,11,14,59.33,66.81,45.87,54.13,60,33.33,22,22,7,6,EPL
12,11,3,5,16,12,17,44,84.38,52.96,16,14,11,8,61.29,69.33,50.04,49.96,73.81,27.27,31,31,4,5,EPL
14,13,5,3,6,17,33,21,65.06,81.58,17,14,11,8,69.27,76.09,46.81,53.19,80,50,27,27,2,5,EPL
24,8,9,2,7,13,18,23,61.76,81.58,7,3,19,7,85.57,63.25,67.02,32.98,36.36,70,20,20,10,2,EPL
26,9,10,5,13,20,18,24,93.75,77.27,9,11,20,5,76.63,51.52,63.95,36.05,33.33,10,53,54,11,3,EPL
28,8,9,4,8,13,17,26,87.5,69.05,12,11,17,6,79.47,62.71,59.58,40.42,68.18,50,36,36,15,4,EPL
17,10,4,3,19,11,45,40,69.17,68.89,14,14,15,5,80.47,74.19,51.8,48.2,47.62,64.71,31,31,6,5,EPL
22,10,8,5,23,15,21,33,75,80.36,4,7,19,9,75.46,67.45,51.98,48.02,30.95,71.43,19,19,10,3,EPL
7,23,3,7,26,12,22,15,65.79,85.71,8,12,2,17,56.77,81.07,34.57,65.43,20,70,23,23,2,4,EPL
16,16,4,5,8,14,42,16,48.48,69.23,11,6,11,14,62.63,80.24,41.03,58.97,45,62.5,19,19,5,5,EPL
15,11,3,2,12,21,30,42,75,79.03,10,11,10,8,69.9,65.46,52.7,47.3,54.17,38.89,32,32,3,5,EPL
16,9,5,2,15,5,32,28,64,78.33,8,9,10,9,61.05,65.85,50.19,49.81,38.46,55.88,70,70,6,3,EPL
12,10,5,3,13,9,30,23,81.52,87.5,18,10,10,7,62.22,78.68,42.31,57.69,20.83,38.46,36,36,6,8,EPL
10,10,1,3,12,7,18,30,88.24,64.81,22,17,8,7,71.64,72.05,51.47,48.53,86.36,28.57,16,16,8,1,EPL
16,10,7,3,10,16,30,30,83.33,94.64,7,9,12,8,86.45,57.42,71.91,28.09,18.75,30,32,32,9,5,EPL
21,14,3,3,9,10,23,32,86.84,79.17,8,12,17,10,74.1,63.84,56.29,43.71,66.67,31.25,37,37,11,4,EPL
18,11,6,3,8,8,27,30,66.67,74,18,13,14,9,72.22,58.21,55.64,44.36,58.33,57.14,35,35,3,3,EPL
18,31,4,11,15,14,20,11,78.95,100,23,9,13,22,73.9,75.06,47.68,52.32,0,50,20,20,8,3,EPL
19,13,4,3,12,13,21,26,86.84,85.61,14,18,18,14,76.04,65.26,57.04,42.96,35,33.33,28,28,13,3,EPL
11,10,4,1,8,14,16,19,69.23,73.68,15,7,10,7,62.72,70.1,49.95,50.05,62.5,90,42,42,9,1,EPL
24,5,4,1,7,18,25,36,95.24,78.33,13,13,18,4,74.43,65.71,61.77,38.23,46.88,50,59,59,10,1,EPL
10,17,2,3,17,10,19,22,78.12,70,14,10,9,14,74.7,74.82,46.91,53.09,75,36.36,24,24,2,7,EPL
19,12,5,7,12,24,20,16,83.33,53.57,7,13,12,6,77.6,58.12,61.13,38.87,72.22,42.86,35,35,8,7,EPL
16,11,6,2,21,24,28,30,91.67,68.75,6,15,14,7,67.95,55.43,58.45,41.55,53.33,41.67,45,45,1,4,EPL
14,8,6,3,13,16,30,40,77.78,80.13,14,7,11,6,74.09,74.61,50.82,49.18,42.16,63.64,18,18,7,3,EPL
18,10,6,3,15,7,21,25,82.35,60.42,11,20,12,8,66.62,54.54,50.81,49.19,63.33,60,57,57,4,5,EPL
20,9,8,4,21,7,22,27,83.33,70.14,8,12,15,7,77.23,70.78,43.82,56.18,44.79,33.33,32,32,10,9,EPL
15,11,6,4,16,25,50,29,74.32,78.57,12,8,10,8,65.78,76.49,44.77,55.23,46.15,40,34,34,9,4,EPL
25,14,9,3,5,6,22,23,67.65,66.67,12,14,18,8,58.64,64.43,49.76,50.24,77.78,65,49,49,8,6,EPL
12,12,3,4,13,12,38,26,86.36,86.67,18,18,9,8,71.68,64.04,50.05,49.95,24.24,25,26,26,2,4,EPL
4,15,2,8,19,7,32,25,65.22,83.33,13,12,2,11,58.35,77.15,39.55,60.45,28.57,60.71,31,31,6,5,EPL
12,9,4,4,15,23,28,28,91.03,81.25,10,6,9,8,82.37,75.78,53.06,46.94,41.67,42.86,19,19,5,3,EPL
16,10,8,3,14,10,21,29,88.24,73.19,13,4,13,10,57.21,77.89,45.66,54.34,70,20,49,49,10,4,EPL
23,10,10,5,19,7,18,24,78.12,76.32,7,10,19,8,86.19,64.39,61.03,38.97,38.46,100,20,20,5,4,EPL
7,23,1,6,15,8,39,33,66.67,84.62,18,12,6,13,65.84,82.36,35.09,64.91,62.5,50,28,28,2,7,EPL
6,23,2,8,13,8,26,24,66.67,86.84,5,12,3,19,59.35,69.44,46.91,53.09,16.67,47.06,36,36,7,4,EPL
20,7,5,1,10,9,29,28,68.06,66.67,10,14,13,6,78.91,75.04,49.69,50.31,85,66.67,9,9,5,5,EPL
23,10,9,3,19,16,24,37,90.48,78.33,4,7,18,5,79.31,76.69,52.34,47.66,42.59,37.5,16,16,8,3,EPL
16,15,6,9,7,15,33,24,80,86.96,12,5,15,11,76.32,76.24,47.68,52.32,30,45.83,35,35,6,6,EPL
13,19,3,7,8,18,14,27,92.86,80.56,15,11,9,12,75.99,61.5,62.11,37.89,50,12.5,36,36,2,1,EPL
15,4,7,2,10,15,24,41,88.1,73.23,13,7,10,2,80.99,69.05,56,44,47.5,75,24,24,8,0,EPL
17,11,8,3,10,14,24,36,79.55,70.54,9,7,13,8,78.58,67.64,56.52,43.48,83.33,37.5,26,26,9,4,EPL
15,12,5,4,11,14,23,22,88.1,78.95,7,12,12,9,77.72,65.6,60.66,39.34,41.67,20.83,58,58,4,2,EPL
12,13,5,2,5,9,12,25,80,80.95,12,16,9,11,64.61,77.73,46.08,53.92,57.14,28.57,27,27,6,3,EPL
18,11,7,4,10,16,24,29,83.33,75,12,3,14,8,79.02,71.11,54.69,45.31,58.33,38.89,30,30,8,3,EPL
19,11,4,5,14,20,34,43,70.69,75.93,12,7,15,10,81.11,70.87,52.36,47.64,39.86,47.37,24,24,10,2,EPL
17,13,4,5,5,16,17,35,64.71,84.82,6,21,14,11,78.81,65.81,54.3,45.7,50,85.71,32,32,10,6,EPL
21,14,4,6,16,19,21,26,90,71.74,12,16,14,7,78.67,73.05,53.78,46.22,38.24,20,11,11,5,3,EPL
18,16,6,2,15,9,25,19,76.09,77.78,11,12,12,9,61.93,75.14,43.65,56.35,57.14,54.55,21,21,7,3,EPL
8,13,3,2,12,11,26,24,79.17,88.33,17,9,6,12,67.54,70.44,40.9,59.1,60,50,47,47,6,4,EPL
23,4,3,2,22,22,20,51,80.56,59.21,12,9,18,3,86.56,60.87,69.71,30.29,57.41,36.36,26,26,7,0,EPL
21,6,4,0,22,22,28,21,87.88,65,12,17,17,3,73.39,72.75,58.14,41.86,50,29.63,12,12,7,2,EPL
15,9,9,2,16,10,12,20,91.67,77.78,12,11,11,7,78.06,70.72,57.34,42.66,50,50,17,17,6,3,EPL
7,15,3,4,7,13,27,25,71.93,68.75,13,9,3,11,68.19,74.62,51.43,48.57,62.5,46.43,18,18,3,5,EPL
15,6,4,4,14,25,32,21,70.99,80.56,17,11,11,4,79.55,71.16,57.31,42.69,31.82,47.22,19,19,7,1,EPL
23,10,8,2,17,18,20,30,98.04,88.46,4,7,15,6,82.21,67.35,60.67,39.33,26.92,5,15,15,7,3,EPL
18,14,7,4,14,8,26,22,74,71.57,13,11,13,9,57.47,78.67,37.83,62.17,76.19,58.33,46,46,6,8,EPL
27,7,6,4,22,20,16,22,78.57,47.37,13,14,22,4,79.45,57.72,66.22,33.78,80.77,42.86,40,40,1,5,EPL
12,9,5,5,6,6,22,38,92.16,72.41,14,19,9,6,80,64.73,60.78,39.22,60,18.75,48,48,5,4,EPL
22,13,7,6,15,16,26,23,83.33,75,9,6,16,10,78.88,66.08,56.45,43.55,83.33,44.44,21,21,7,5,EPL
9,21,3,6,22,13,22,23,79.41,62.5,12,12,6,17,58.91,73.49,41.8,58.2,100,38.89,37,37,1,9,EPL
20,16,7,6,8,16,37,32,68.18,76.92,12,7,15,8,87.35,83.36,59.75,40.25,58.33,57.89,10,10,8,8,EPL
17,10,3,8,34,3,21,26,70.59,60.87,9,11,12,7,72.89,57.34,56.04,43.96,73.08,66.67,30,30,7,6,EPL
15,8,3,3,9,10,34,19,67.36,65.62,17,13,10,6,53.64,56.71,54.36,45.64,50,50,49,49,6,2,EPL
16,13,6,4,22,13,18,31,69.23,87.04,11,9,12,11,81.83,74.69,54.28,45.72,29.17,55,21,21,10,3,EPL
12,11,6,3,10,11,28,24,61.4,72.73,8,11,7,8,75,76.66,51.9,48.1,50,64.29,28,28,2,3,EPL
6,17,1,2,16,12,41,30,71.84,94.23,10,9,5,11,57.37,75.21,35.72,64.28,18.75,53.92,70,70,0,11,EPL
17,11,3,3,14,10,28,31,63.64,86.67,10,8,14,6,70.07,71.48,50.61,49.39,33.33,75,35,35,4,4,EPL
15,20,4,7,23,14,25,19,85.29,82.35,8,4,12,15,70.4,80.31,44.98,55.02,33.33,66.67,18,18,4,7,EPL
12,6,3,0,13,9,15,19,86.67,73.96,10,10,11,5,53.26,62.04,49.49,50.51,40.91,33.33,79,79,6,3,EPL
6,18,2,7,13,14,15,19,75,73.53,13,8,5,12,55.52,72.21,39.24,60.76,56.25,50,44,44,3,5,EPL
28,11,8,0,11,27,19,40,81.11,56.77,7,4,22,11,80.84,63.8,67.85,32.15,65.22,100,7,7,14,0,EPL
7,15,5,3,20,15,25,19,86.36,77.78,13,11,7,10,66.07,79.94,41.49,58.51,36.36,21.21,19,19,3,3,EPL
11,16,2,9,13,17,29,46,75.4,65.79,14,6,10,13,75.38,67.5,52.07,47.93,61.36,51.52,21,21,5,7,EPL
16,15,5,2,12,15,27,18,51.75,69.23,12,16,13,8,63.16,70.13,47.88,52.12,40.91,61.76,46,46,9,7,EPL
24,13,8,3,17,17,24,26,68.42,54.17,9,11,18,13,74.16,71.91,49.36,50.64,57.89,50,22,22,6,3,EPL
19,12,6,4,16,14,28,23,62.12,66.67,11,12,17,10,71.52,71.93,51.91,48.09,43.75,79.17,29,29,7,2,EPL
11,12,2,2,16,14,27,44,71.53,76.47,11,13,10,9,73.63,69.04,59.51,40.49,35.42,58.33,29,29,8,1,EPL
12,10,2,4,25,27,25,34,67.5,64.1,12,6,9,7,73.73,67.01,50.04,49.96,38.46,62.5,13,13,5,4,EPL
12,17,2,6,20,12,21,25,71.05,83.33,9,7,9,16,59.72,76.3,38.93,61.07,32.14,66.67,39,39,2,5,EPL
11,17,2,7,24,20,37,30,63.22,78.85,14,13,9,13,72.4,70.5,51.92,48.08,42.86,58.33,16,16,6,5,EPL
20,16,8,2,15,8,16,18,80,75,9,11,16,11,61.32,64.94,45.66,54.34,44.44,60,30,30,8,8,EPL
14,17,3,7,10,13,24,23,77.5,63.16,11,9,12,13,80.61,65.13,55.96,44.04,88.89,50,22,22,7,7,EPL
23,14,5,4,3,9,22,34,94.74,72.31,9,15,15,10,60.03,51.89,52.05,47.95,43.06,10,44,44,5,5,EPL
8,11,4,2,19,10,24,29,84.13,68.75,8,15,4,10,59.35,65.1,38.38,61.62,46.88,57.14,40,40,3,10,EPL
14,9,3,4,26,36,31,28,80,80,13,13,10,5,67.75,61.64,56.16,43.84,50,63.64,41,41,7,2,EPL
11,10,4,6,3,14,16,36,89.29,78.12,9,11,9,6,65.96,60.48,59.2,40.8,50,30,45,45,15,2,EPL
20,19,8,8,17,12,25,23,67.65,86.84,14,12,18,14,65.24,73.09,39.28,60.72,26.92,54.55,17,17,3,6,EPL
11,11,6,4,20,13,29,25,83.33,80.3,12,10,8,8,71.83,70.34,48.57,51.43,26.47,64.29,43,43,4,5,EPL
21,11,8,5,13,25,23,35,75,66.67,9,13,18,6,75.48,59.79,56.14,43.86,42.5,41.67,18,18,8,5,EPL
7,11,3,3,35,17,29,24,58.33,62.5,12,9,1,9,66.94,81.37,35.88,64.12,57.69,50,19,19,7,3,EPL
15,10,5,3,18,9,34,29,87.68,81.25,13,21,11,9,68.23,71.28,47.99,52.01,40.91,50,34,34,9,4,EPL
7,10,1,2,12,11,34,46,63.77,75.76,18,10,6,6,75.98,63.84,48.49,51.51,46.67,49.12,35,35,4,4,EPL
14,5,7,4,13,22,26,25,95.83,76.09,10,11,12,3,77.85,56.9,66.37,33.63,37.5,10,28,28,9,3,EPL
18,10,4,0,33,20,25,24,76.09,61.67,5,15,11,8,72.89,70.61,47.95,52.05,100,46.15,29,29,8,5,EPL
13,10,5,3,9,20,35,28,74.69,90,6,13,12,9,68.57,60.28,62.27,37.73,37.5,56.67,32,32,13,5,EPL
9,28,2,11,19,14,23,24,74.07,85,12,9,6,21,57.05,71.98,43.4,56.6,66.67,55.56,35,35,4,9,EPL
19,8,5,3,21,13,28,25,82.61,54.76,12,17,12,7,71.65,61.74,56.75,43.25,71.43,32.14,23,23,7,4,EPL
19,10,5,6,2,20,23,32,70,69,14,7,19,8,73.84,52.31,61.99,38.01,50,54.55,34,34,10,9,EPL
13,11,3,4,15,13,27,24,76.09,80,9,9,12,7,60.03,67.51,44.3,55.7,40,39.29,40,40,3,7,EPL
9,21,3,7,12,12,32,23,58.33,72.81,12,7,6,14,71.85,72.08,48.56,51.44,57.41,69.23,29,29,3,6,EPL
10,13,2,4,21,26,32,26,89.88,83.33,6,11,7,11,50.36,65.15,43.42,56.58,30.77,21.88,52,52,8,4,EPL
13,12,3,6,17,15,27,32,59.21,69.87,16,12,9,10,62.98,57.32,51.13,48.87,52.78,77.27,54,54,4,2,EPL
12,8,7,3,4,13,25,26,80.43,68.75,10,7,10,4,77.01,64.18,57.22,42.78,80,34.62,29,29,3,4,EPL
12,18,4,7,30,22,26,24,93.33,76.19,8,16,7,16,60.09,74.8,39.63,60.37,45.83,8.89,32,32,2,5,EPL
19,11,5,6,10,13,21,19,72.22,79.41,7,16,10,9,71.36,55.4,56.71,43.29,40,35.71,24,24,6,4,EPL
20,11,8,1,15,8,25,40,78.26,73.33,8,5,15,10,77.33,57.9,61.89,38.11,49.07,38.46,22,22,12,2,EPL
20,9,7,4,22,17,23,43,84.09,81.94,17,8,18,6,77.91,59.79,57.32,42.68,36.84,25,33,33,7,6,EPL
28,8,5,2,7,11,23,32,85,70.29,13,11,23,4,80.94,64.96,51.86,48.14,48.96,42.86,34,34,10,3,EPL
16,8,3,0,13,25,32,35,60.67,66.07,9,16,11,6,71.76,60.3,60.71,39.29,50,63.89,35,35,8,5,EPL
9,18,1,7,31,13,32,43,91.07,53.39,9,12,7,14,65.8,77.85,34.38,65.62,68.06,37.5,23,23,2,10,EPL
9,14,1,8,12,10,31,27,77.08,81.16,12,9,4,12,66.93,74.25,41.36,58.64,45.45,72.73,49,49,3,6,EPL
15,10,3,7,25,21,37,27,79.69,88.46,5,10,15,7,80.84,61.19,62.82,37.18,27.27,34.21,33,33,5,2,EPL
14,19,5,7,22,2,21,21,63.16,82.5,11,14,11,13,59.25,71.82,41.83,58.17,50,63.64,23,23,5,3,EPL
27,9,10,5,24,12,29,21,70.48,87.5,12,10,21,6,90.53,67.16,65.58,34.42,30,50,16,16,8,0,EPL
14,7,3,0,11,16,23,23,90.48,78.57,14,12,14,6,68,60.23,52.9,47.1,66.67,25,18,18,10,3,EPL
26,5,6,2,20,26,15,24,73.08,79.55,10,14,17,5,79.44,53.61,66.58,33.42,28.12,57.14,35,35,11,3,EPL
20,5,8,1,9,11,23,24,63.16,64.29,7,9,15,5,79.42,58.39,61.83,38.17,66.67,62.5,21,21,9,2,EPL
12,9,4,2,21,18,30,28,69.57,69.05,13,8,9,6,64.38,66.31,49.85,50.15,46.43,36.84,52,52,7,7,EPL
18,11,6,3,7,23,20,36,73.53,70.56,13,18,12,5,70.16,61.05,54.24,45.76,55.88,45,49,49,4,3,EPL
10,23,4,7,39,16,38,29,71.51,73.61,9,9,9,17,67.25,74.97,48.94,51.06,75,45.24,25,25,7,8,EPL
12,20,3,8,26,8,24,15,83.33,65.38,16,10,8,17,68.59,68.2,43.75,56.25,40.91,30.77,36,36,13,6,EPL
18,10,11,5,21,16,23,31,65.91,65.87,12,10,10,7,60.26,65.49,49.71,50.29,51.11,66.67,19,19,7,5,EPL
17,9,1,4,10,7,20,14,88.89,61.54,15,11,11,6,61.07,65.41,49.99,50.01,62.5,25,50,50,7,1,EPL
13,21,6,7,10,6,26,27,54.76,82.61,17,10,11,16,73.27,67.33,57.47,42.53,22.22,73.08,22,22,9,6,EPL
35,8,14,3,15,11,20,41,90.62,56.62,7,14,22,8,75.28,49.92,67.57,32.43,58.97,21.43,39,39,14,1,EPL
9,16,0,6,28,14,29,18,50.88,72.22,3,8,8,13,79.11,71.59,55.15,44.85,50,55.88,21,21,3,7,EPL
16,6,4,0,9,6,24,27,80,83.33,6,16,13,3,80.05,60.4,53.61,46.39,40.91,57.14,43,43,5,4,EPL
15,8,6,1,10,25,23,23,71.3,72.22,12,14,6,5,75.14,60.39,60.28,39.72,65,50,36,36,5,9,EPL
15,7,3,2,18,27,20,26,63.89,78.26,10,8,12,5,72.26,62.68,57.09,42.91,35.71,59.09,25,25,5,5,EPL
16,9,4,2,23,23,32,28,70.37,80,9,12,9,7,64.47,71.69,49.8,50.2,45.83,45,22,22,7,3,EPL
24,13,11,5,10,10,21,28,66.67,62.5,5,14,18,9,79.22,59.35,58.31,41.69,52.78,66.67,26,26,5,5,EPL
10,20,1,8,29,11,20,32,78.95,73.61,12,14,8,17,68.96,63.55,46.83,53.17,61.54,44.44,48,48,6,5,EPL
6,15,2,5,16,23,26,28,82,84,9,11,3,10,53.15,70.43,42.24,57.76,37.5,38.46,41,41,1,7,EPL
15,9,6,2,15,8,42,29,76.77,72.92,4,19,11,7,57.9,62.29,50.58,49.42,44.12,55.56,56,56,4,5,EPL
9,19,3,4,21,25,13,18,70.83,100,8,7,9,14,56.65,62.08,47.62,52.38,0,100,57,57,6,1,EPL
10,26,6,8,18,11,29,35,71.01,51.19,7,12,10,23,62.34,75.24,40.41,59.59,61.59,54.76,41,41,7,7,EPL
12,17,5,10,13,13,23,25,80.7,59.52,7,15,9,13,75.67,72.58,48.31,51.69,69.23,33.33,26,26,4,4,EPL
28,3,7,0,15,4,21,22,82.29,55.56,7,9,25,2,84.98,62.3,66.07,33.93,85,37.04,23,23,12,1,EPL
14,14,3,5,10,15,23,38,80.56,71.6,11,10,11,12,67.74,70.71,44.98,55.02,55.21,44.44,22,22,3,5,EPL
6,11,1,3,19,12,31,36,84.72,79.31,13,18,3,8,51.45,65.54,44.36,55.64,32.61,38.33,43,43,8,3,EPL
13,6,5,3,11,10,18,28,76.47,75,9,12,12,4,61.59,59.77,51.41,48.59,63.64,50,50,50,3,1,EPL
19,14,9,6,13,9,25,32,59.17,75,9,12,16,10,65.41,68.08,49.12,50.88,50,81.82,44,44,7,6,EPL
12,6,4,2,6,14,33,29,82,74.07,11,18,6,4,69.21,65.78,49.82,50.18,44.12,51.52,20,20,5,4,EPL
22,7,3,1,10,10,19,22,84.21,80,9,8,20,4,73.77,55.79,60.73,39.27,28.57,30,48,48,11,5,EPL
7,17,3,8,16,11,24,22,50.83,65,14,13,6,13,53.85,66.34,45.12,54.88,70,62.5,58,58,5,4,EPL
13,17,3,7,16,8,30,15,68,80,13,10,10,9,58.89,66.41,51.22,48.78,60,47.22,64,64,6,3,EPL
8,10,4,2,17,11,24,17,79.55,76.67,13,11,5,9,64.27,77.43,46.73,53.27,35,40.91,52,52,3,4,EPL
13,12,2,5,17,14,44,39,73.74,63.1,10,6,12,6,78.62,62.84,58.33,41.67,67.65,44.44,31,31,3,6,EPL
12,4,6,1,21,20,22,24,84.21,73.91,11,11,10,3,73.67,67.29,51.32,48.68,85.71,58.33,33,33,5,1,EPL
10,7,4,4,14,20,27,23,94.2,86.67,12,10,9,6,71.56,60.97,53.8,46.2,26.67,25,33,33,6,2,EPL
15,8,6,2,11,14,23,32,87.5,63.77,11,12,11,5,75.21,58.33,57.57,42.43,62.22,31.25,47,47,4,7,EPL
7,6,5,3,21,18,31,28,79.86,78.99,8,11,6,4,73.03,57.67,60.79,39.21,32.22,28.43,54,54,1,4,EPL
25,8,8,2,15,10,31,42,77.08,66.67,15,12,14,8,72.8,64.96,49.39,50.61,50,44.05,46,46,8,8,EPL
12,7,9,3,12,9,18,23,75,69.3,10,11,10,4,83.71,64.94,60.41,39.59,54.55,62.5,18,18,7,3,EPL
23,11,5,6,13,13,19,37,52.94,73.56,4,11,17,8,76.49,60.53,58.21,41.79,47.22,80,41,41,9,2,EPL
19,7,7,2,8,14,21,23,97.22,76.32,16,13,16,6,79.72,57.45,66.91,33.09,34.62,4.55,26,26,8,3,EPL
16,7,5,3,14,17,24,35,72.92,84.41,13,15,13,7,69.38,54.88,63.11,36.89,45.45,61.11,54,54,8,2,EPL
10,26,5,5,10,10,27,16,72.73,71.43,10,8,7,20,54.37,80.66,36.37,63.63,40,53.33,25,25,5,11,EPL
15,14,6,5,16,19,28,21,56,67.5,12,10,14,9,67.12,80.97,41.72,58.28,46.43,80,30,30,6,4,EPL
11,14,5,8,17,13,21,24,61.11,79.82,6,5,9,12,72.44,78.87,42.78,57.22,40,41.18,12,12,4,4,EPL
21,14,10,4,16,23,31,36,82.1,61.31,9,11,19,10,74.88,69.91,49.3,50.7,63.16,33.33,23,23,3,5,EPL
23,10,5,2,24,15,25,30,89.13,66.67,12,10,14,6,70.38,61.48,54.02,45.98,47.37,25,54,54,10,1,EPL
13,9,3,2,8,7,35,27,76.89,82,8,15,11,11,65.17,75.8,43.21,56.79,45,54.55,30,30,5,3,EPL
12,18,3,6,15,18,25,33,65.15,70.37,5,9,12,15,57.87,61.81,47.5,52.5,64.29,54.76,66,66,7,9,EPL
12,16,4,7,32,15,35,37,76.85,76.34,6,8,8,10,53.81,68.25,40.43,59.57,60.26,43.33,44,44,2,2,EPL
12,13,7,6,3,7,23,25,95,84.21,12,16,10,11,58.01,57.63,47.68,52.32,35,16.67,28,28,5,5,EPL
13,15,1,4,27,13,38,24,63.89,73.68,9,13,13,9,62.19,74.29,42.78,57.22,55.56,45.45,21,21,5,8,EPL
17,6,5,2,15,24,33,39,71.6,68.97,10,14,16,4,73.93,65.69,56,44,47.5,60.71,49,49,5,5,EPL
